Volume,MaxStress,x1,x2,y,category
0.023975059,16792.71652,0.002747568,0.00535199,1.95330185,0
0.041868561,9622.561043,0.004930825,0.009529455,1.859342726,0
0.008359443,49334.82496,0.000959668,0.001949588,1.864222193,1
0.026068953,15515.96271,0.00283472,0.005865573,2.042211745,0
0.01258654,31938.41623,0.001300368,0.002751353,2.200417614,1
0.036833386,10909.62242,0.004060841,0.008252893,2.023735438,0
0.031820491,12621.19099,0.003319555,0.006985275,2.173033674,0
0.047902867,8658.168209,0.004251756,0.009897695,2.604070175,0
0.023521312,17136.88332,0.002747568,0.00535199,1.87678987,0
0.024551554,16546.2871,0.002682586,0.005562362,2.018894864,0
0.016318181,24791.21396,0.001902437,0.003638307,1.920233674,1
0.038034428,10557.50526,0.004018334,0.008391521,2.138272674,0
0.013743582,29152.18568,0.00154698,0.003072111,1.987144502,1
0.036243812,11091.68966,0.004143225,0.008100512,1.956037658,0
0.036753854,10970.09361,0.003718937,0.007996,2.249817498,0
0.015483564,26239.71849,0.001784942,0.0035501,1.888955117,1
0.030405776,13220.63019,0.003137188,0.006645204,2.203356349,0
0.025830202,15538.57103,0.002859443,0.005737546,2.033114556,0
0.024653003,16435.34258,0.003052664,0.005601829,1.75558793,0
0.023387279,17328.1994,0.002717233,0.00535199,1.87678987,0
0.007343383,54511.69107,0.000818469,0.001642277,2.005902965,0
0.022994921,17462.62944,0.002424122,0.005068982,2.144256465,0
0.007767798,52034.44698,0.000861324,0.00171116,2.046582469,0
0.028119501,14239.93241,0.003139071,0.006277101,2.006426565,0
0.011493718,35596.87569,0.001125681,0.002507327,2.303970278,1
0.022668763,17700.21701,0.002525484,0.005044915,2.016583432,0
0.013343632,30219.45885,0.001611946,0.003044686,1.801111541,1
0.042156529,9534.334602,0.004461352,0.009318943,2.131013759,0
0.010582693,38453.15507,0.001258317,0.002438686,1.815730386,1
0.021309948,18888.37437,0.002410706,0.004742045,1.98596175,0
0.030277673,13316.78191,0.003137188,0.006661903,2.181093147,0
0.018926383,21201.33015,0.002244885,0.004287502,1.853488508,1
0.026673094,15032.22896,0.003034414,0.005973301,1.961981575,0
0.02054251,19525.01246,0.00235539,0.004633793,1.931787014,0
0.012943674,31418.53586,0.001455729,0.002839448,2.026350981,1
0.006688622,59848.49877,0.000763708,0.001503986,1.946528702,0
0.026324302,15295.56885,0.00283472,0.005869921,2.079519675,0
0.042820768,9360.313863,0.004578773,0.009468466,2.110478,0
0.006525414,62276.48897,0.000767164,0.001500075,1.843800977,0
0.051239313,8446.343101,0.003959358,0.01,2.984796707,0
0.020046376,20038.03002,0.002253932,0.004512149,1.975568294,0
0.04013583,10037.82846,0.004499652,0.009060888,1.975438611,0
0.009872965,41301.59011,0.001230619,0.002230305,1.751926474,1
0.006924934,58048.16234,0.000784075,0.00154389,1.980449783,0
0.041636328,9633.122883,0.004736095,0.009320065,1.963116637,0
0.020871019,19225.52271,0.002430658,0.004721569,1.894184251,0
0.044929993,8928.578399,0.004830767,0.009965676,2.093438047,0
0.017968634,22546.6441,0.002102298,0.004113846,1.861604505,1
0.040496508,9923.874362,0.004576174,0.00913073,1.962119613,0
0.011689183,34256.13589,0.001337877,0.002630559,1.940037289,1
0.006434648,62417.9902,0.000762928,0.001460097,1.85112598,0
0.016049906,25147.10269,0.001776957,0.003540679,2.046756782,1
0.017441425,23138.48974,0.001929129,0.003847255,2.048923796,1
0.006140487,66628.92033,0.000644022,0.001384283,2.107228384,0
0.045985987,8803.852622,0.004838024,0.01,2.176693793,0
0.022854362,17661.83638,0.002424122,0.00508476,2.113271598,0
0.039689262,10101.16183,0.004461352,0.008911426,1.98099958,0
0.020113748,19929.60915,0.002253932,0.004512149,1.988964104,0
0.008515937,47881.57677,0.000959668,0.001953199,1.933788446,1
0.044984791,8917.505504,0.004789986,0.009914494,2.125391248,0
0.036035769,11137.79269,0.004083724,0.008116872,1.958359505,0
0.043339471,9275.006805,0.004631777,0.009535193,2.121894545,0
0.013388951,30105.6958,0.001588395,0.003015476,1.864222193,1
0.03141174,12755.69214,0.003360734,0.006944068,2.109865791,0
0.04089783,9812.890757,0.004668039,0.009156382,1.955805807,0
0.022063968,18260.1561,0.002341228,0.004834056,2.144455217,0
0.048151765,8601.566223,0.004259768,0.009966021,2.605795395,0
0.009271332,43661.7786,0.00092285,0.002010763,2.287071913,1
0.032002009,12608.46033,0.003342676,0.007072761,2.156431883,0
0.023631986,17027.22846,0.002710928,0.00535199,1.922994688,0
0.00961719,42345.15649,0.000995108,0.00214298,2.156960329,1
0.010878172,36840.92164,0.001161627,0.002403747,2.114474108,1
0.038858101,10407.55527,0.004181022,0.008711338,2.070089771,0
0.016068615,24899.01922,0.001789566,0.003590537,2.009152877,1
0.036517828,10981.24101,0.004146465,0.008220027,1.955712774,0
0.012090081,33257.67077,0.001335069,0.002677973,2.04374085,1
0.043122427,9322.367799,0.004847379,0.009715066,1.974225374,0
0.04932008,8560.255768,0.004428024,0.009998722,2.629068807,0
0.030540862,13139.78607,0.00334229,0.006816597,2.046108579,0
0.017430482,23193.13791,0.001896538,0.00382266,2.093333483,1
0.009162541,44154.00058,0.001044147,0.002086172,1.925888613,1
0.020798271,19342.24325,0.002430658,0.004721569,1.880218875,0
0.006176612,66328.09921,0.000762928,0.00143404,1.721039603,0
0.025833936,15537.70865,0.002859443,0.005737546,2.033694036,0
0.037291745,10759.9383,0.004219095,0.008331204,1.97792724,0
0.014022282,28703.19202,0.001555914,0.003105685,2.034308042,1
0.046727851,8713.529475,0.004650333,0.01,2.316594081,0
0.030346035,13268.5133,0.003124106,0.006645204,2.203356349,0
0.032298347,12428.92844,0.003467327,0.007124199,2.107876054,0
0.024077945,16757.22318,0.002747568,0.005354057,1.969749463,0
0.015521381,26009.61773,0.001788607,0.00345823,1.945725851,1
0.026155997,15506.99729,0.003046694,0.005810966,1.929012272,0
0.02258508,17793.23366,0.00235539,0.004961363,2.172142793,0
0.014427492,27781.30549,0.001555914,0.003199885,2.087677557,1
0.022063968,18260.1561,0.002341228,0.004834056,2.144455217,0
0.049689132,8533.850375,0.004067749,0.00995505,2.819575127,0
0.026552367,15183.17949,0.002970999,0.005880671,2.017593134,0
0.007146488,56824.35636,0.000785158,0.001620934,2.005902965,0
0.025042127,15995.85406,0.002684117,0.005537679,2.10570628,0
0.006434648,62417.9902,0.000762928,0.001460097,1.85112598,0
0.037915027,10614.84341,0.004166234,0.008503791,2.02823986,0
0.006613162,61004.25436,0.000763708,0.001503986,1.901220428,0
0.004750492,90049.03913,0.000520238,0.001146207,1.888433389,2
0.047796142,8661.283147,0.004271356,0.009966021,2.570419806,0
0.044092051,9105.12874,0.005201602,0.009995515,1.863446119,0
0.015296813,26423.66535,0.00154766,0.003339118,2.242746097,1
0.00835989,49330.25299,0.000959668,0.001949588,1.864432505,1
0.035852468,11181.44888,0.004083724,0.008033512,1.958359505,0
0.021598548,18554.40811,0.002328133,0.004788527,2.089412925,0
0.006260619,64829.72065,0.000664639,0.001359619,2.161917467,0
0.010656522,37676.86244,0.001228088,0.0023909,1.931952362,1
0.045037236,8912.974124,0.004803754,0.009968785,2.113190047,0
0.041377908,9678.667878,0.004736095,0.009313463,1.939587929,0
0.014402326,27900.99219,0.001534265,0.003167923,2.128628186,1
0.021324291,18796.28212,0.002402515,0.004765363,1.985787662,0
0.005021733,82897.21224,0.000557722,0.00117709,1.919207421,2
0.007918843,50905.20004,0.000846727,0.001736449,2.127817606,0
0.022320752,18001.10679,0.00235539,0.004901151,2.1505285,0
0.029337821,13715.49984,0.003306337,0.006621045,1.965627729,0
0.016142336,24808.54549,0.001862806,0.003638307,1.920233674,1
0.025262843,15905.57881,0.002615481,0.005527247,2.194555562,0
0.006978127,57463.77527,0.000784075,0.001567048,1.981489212,0
0.007498149,54047.25144,0.000863739,0.00166238,1.956171181,0
0.023765127,16867.8997,0.002710928,0.00535199,1.945430452,0
0.023428347,17248.60484,0.002762434,0.00535199,1.849818503,0
0.038304126,10509.46061,0.004059761,0.008398724,2.145074432,0
0.012119569,33097.49376,0.001335069,0.002690933,2.04374085,1
0.048243346,8601.527153,0.004259787,0.0099988,2.605795395,0
0.009849598,41357.76367,0.001230619,0.002230305,1.742303692,1
0.036272853,11064.7092,0.00413364,0.008116872,1.959992678,0
0.019104297,21113.66244,0.002247786,0.004287502,1.888372826,1
0.046695478,8727.540693,0.004459163,0.009925569,2.407684005,0
0.029478828,13661.00874,0.003346408,0.006561689,1.978355145,0
0.012090081,33257.67077,0.001335069,0.002677973,2.04374085,1
0.045077685,8881.491766,0.004885649,0.01,2.077499683,0
0.018160221,22111.17451,0.00203472,0.00408241,1.985102819,1
0.006681797,59968.98218,0.000762174,0.001503986,1.946528702,0
0.037470869,10680.05865,0.00411622,0.008343447,2.043496935,0
0.014381829,28008.72475,0.001556762,0.003214285,2.064754609,1
0.005541325,74171.25227,0.000583519,0.001258504,2.084301574,2
0.021413511,18765.25124,0.002410126,0.004823076,1.972186576,0
0.02826528,14188.56972,0.003053181,0.006277101,2.081860961,0
0.008613895,46889.65383,0.000960913,0.001948435,1.981435909,1
0.01075624,37611.15966,0.001063502,0.002317111,2.314240981,1
0.016401237,24713.93069,0.001902437,0.003642365,1.93852563,1
0.021953861,18280.10118,0.002334728,0.004834907,2.129376064,0
0.027960933,14356.12361,0.003105942,0.006215021,2.024926234,0
0.010991041,36682.12665,0.001161627,0.002404157,2.155554323,1
0.048062082,8624.302572,0.004253262,0.009934476,2.608332331,0
0.012337186,32884.16798,0.001335069,0.002690933,2.115305165,1
0.024308323,16583.54017,0.002720833,0.005384641,2.016547583,0
0.02904313,13831.96472,0.003261519,0.006536029,1.978355145,0
0.020353126,19722.13584,0.002253932,0.004559797,2.015163586,0
0.005224468,78828.42414,0.000581377,0.001125622,2.084301574,2
0.016949155,23794.61783,0.001725146,0.003699563,2.231682536,1
0.005531661,74444.60192,0.000581377,0.001258504,2.084301574,2
0.030035511,13555.77711,0.003305131,0.006837598,1.995413129,0
0.008900154,45210.55044,0.00092285,0.001953569,2.184805918,1
0.009169353,44089.21194,0.001045681,0.002086172,1.925888613,1
0.017033656,23660.77609,0.001725146,0.003699563,2.251696797,1
0.023261514,17335.87831,0.002747478,0.005228571,1.877319231,0
0.025654491,15645.39124,0.002939782,0.005791237,1.931526474,0
0.021048797,19032.34542,0.002410706,0.004727646,1.942529246,0
0.029301905,13743.01518,0.003306337,0.006621045,1.960745486,0
0.032571373,12355.11473,0.003493553,0.007161613,2.116163349,0
0.005382016,74770.18786,0.000610005,0.001216216,1.95163229,2
0.012150622,33089.65026,0.001341659,0.002691571,2.04374085,1
0.017508606,23031.29275,0.002010554,0.003902809,1.952018488,1
0.039483178,10168.20588,0.004181022,0.008716932,2.132463487,0
0.010615661,37871.98835,0.001203174,0.002396138,1.95394537,1
0.032128226,12511.18199,0.003512477,0.007183721,2.044449214,0
0.006176833,65131.18177,0.000748632,0.001405736,1.799017349,0
0.020960614,19105.397,0.002410706,0.004721569,1.928246815,0
0.030470076,13149.8876,0.003428682,0.006809984,1.988047105,0
0.02672161,14994.29795,0.003078476,0.006024831,1.922994688,0
0.009720793,41397.67129,0.001017835,0.00214298,2.15709139,1
0.042690716,9391.064352,0.004800298,0.009586173,1.980174744,0
0.031385564,12919.31038,0.003350385,0.006831312,2.146466791,0
0.01305308,30901.02472,0.001460969,0.002889313,2.018112973,1
0.021027155,19086.49586,0.002425691,0.004721569,1.928246815,0
0.017912364,22602.20605,0.002102298,0.004099053,1.856041431,1
0.027744223,14504.42137,0.003336921,0.006314878,1.815104039,0
0.016601952,24135.12184,0.00185379,0.003719124,1.998877261,1
0.039189175,10272.47134,0.004452734,0.008729026,1.97517644,0
0.051731548,8432.818674,0.004022417,0.01,2.99972167,0
0.007356124,54393.3294,0.000818469,0.001642277,2.012836446,0
0.007868734,51486.71701,0.00080392,0.001700913,2.245491125,0
0.037181661,10860.54053,0.004474122,0.008394763,1.829427529,0
0.029398623,13669.30947,0.003306337,0.006621045,1.973883901,0
0.041115233,9803.077601,0.004576174,0.009096932,2.03023257,0
0.014841224,27262.54713,0.001599371,0.003330926,2.064754609,1
0.017107525,23401.11952,0.001932744,0.003838751,1.972091006,1
0.007784894,51991.32678,0.000861324,0.00171116,2.055435497,0
0.03811888,10526.60413,0.004018334,0.008394763,2.146353534,0
0.040403899,9990.413357,0.004559517,0.009156382,1.954748853,0
0.026614555,15124.5309,0.002932734,0.005975373,2.020643105,0
0.010830045,37249.92773,0.001210861,0.002396138,2.021188755,1
0.010806624,37519.91489,0.001063502,0.002320254,2.330172962,1
0.030040152,13352.34673,0.003364284,0.006696871,2.002662617,0
0.008900183,45210.24459,0.000922856,0.001953569,2.184805918,1
0.044734863,8959.993163,0.004830767,0.0099266,2.084101226,0
0.034871816,11647.8774,0.003410103,0.007464939,2.348453103,0
0.01230696,33019.31435,0.001334907,0.002680264,2.113818695,1
0.025433493,15822.61819,0.002859443,0.005737546,1.971251751,0
0.031816495,12658.37366,0.003319555,0.007011041,2.164777502,0
0.019964687,20224.7324,0.002222926,0.004512149,1.986862422,1
0.018560889,21630.91587,0.001961892,0.004080675,2.144710943,1
0.01840096,21783.96906,0.002030766,0.004090915,2.037446669,1
0.016114678,24890.23758,0.001857462,0.003638307,1.919255078,1
0.035016006,11455.89704,0.003793458,0.007745443,2.084301574,0
0.015692153,25567.33196,0.001789566,0.003537399,1.944023046,1
0.01527397,26603.70187,0.001532696,0.003344356,2.251394002,1
0.035326562,11396.98982,0.003947323,0.007834173,2.017741369,0
0.042331089,9453.253473,0.004775274,0.009482191,1.978543113,0
0.040464597,9980.526109,0.004396724,0.008882627,2.094121284,0
0.044537595,9000.143658,0.004783525,0.009842457,2.103049772,0
0.043688285,9219.007962,0.004695993,0.009600306,2.113190047,0
0.020100349,19956.16692,0.002250932,0.004512149,1.988964104,0
0.050958204,8451.652206,0.003987643,0.01,2.949167078,0
0.01964865,20415.41855,0.002167281,0.004363844,2.040593419,1
0.007134523,56932.79852,0.00077133,0.001553563,2.120612626,0
0.009702988,41738.77677,0.000951921,0.002085213,2.333883031,1
0.033981623,11963.28949,0.003785227,0.007745443,1.969094381,0
0.017085705,23502.23305,0.001928039,0.003847255,1.967504766,1
0.005368993,75203.98947,0.000603723,0.001216216,1.962710272,2
0.008538078,47569.9166,0.000960913,0.001948435,1.946331745,1
0.006733209,59572.66362,0.000770309,0.001509425,1.948504515,0
0.00579562,69532.03461,0.000603723,0.001277242,2.167584879,0
0.04932008,8560.255768,0.004428024,0.009998722,2.629068807,0
0.020321191,19771.21892,0.002253932,0.004559797,2.008897032,0
0.02841781,14136.2438,0.003070712,0.006271347,2.094121284,0
0.024044878,16772.02918,0.002747568,0.00535199,1.96498608,0
0.011149866,36193.50535,0.001330549,0.002512286,1.850988645,1
0.005844482,69493.75844,0.000739461,0.001336278,1.696555629,0
0.042978065,9331.735116,0.004560812,0.009468466,2.13276649,0
0.035544538,11283.08354,0.004084438,0.008019873,1.926825725,0
0.008034799,49869.71107,0.000924573,0.001806566,1.930806384,1
0.031248057,12962.96271,0.00334229,0.007005298,2.081512375,0
0.024913194,16334.03015,0.002615481,0.005382264,2.194555562,0
0.037382549,10707.28307,0.004219095,0.008372174,1.97792724,0
0.022924704,17541.56854,0.002424122,0.005069355,2.131858172,0
0.044241562,9101.478646,0.004789986,0.009739533,2.09528506,0
0.032828504,12224.67501,0.003462426,0.007232509,2.144550278,0
0.00967276,41970.06378,0.001040599,0.002105549,2.131053964,1
0.035205614,11406.58134,0.003793458,0.007825132,2.084912868,0
0.050247502,8517.148924,0.004155105,0.009962438,2.828801369,0
0.009199783,43845.97161,0.001045681,0.002086172,1.939074915,1
0.043297397,9282.825213,0.004857587,0.009747661,1.979506433,0
0.005565922,72810.37853,0.000603723,0.001216216,2.106967376,2
0.026313379,15305.16445,0.00283472,0.005869921,2.077863965,0
0.020889321,19172.75756,0.00240243,0.004706127,1.928055386,0
0.007759844,52326.45967,0.000861324,0.001700201,2.055435497,0
0.013424856,29959.41184,0.001611943,0.003044681,1.825497589,1
0.013004901,30922.09132,0.001395031,0.00289129,2.093104726,1
0.027470796,14613.35051,0.003194247,0.006216711,1.896769852,0
0.039506857,10149.99219,0.004181022,0.008700782,2.138730042,0
0.006418819,62693.73543,0.000762928,0.001460097,1.841254416,0
0.03645633,11017.66686,0.004133266,0.008220027,1.955414072,0
0.027575704,14535.69677,0.003147379,0.006210138,1.944290873,0
0.04800366,8641.792645,0.004252375,0.009970726,2.594960552,0
0.008553022,47433.39884,0.000960913,0.001948435,1.953266847,1
0.042528547,9434.416885,0.00496592,0.009623617,1.888255734,0
0.004668548,94666.43659,0.000556338,0.00117709,1.641991096,2
0.014792272,27475.80763,0.001546266,0.003197978,2.201414038,1
0.043207577,9305.014979,0.004871112,0.00974194,1.96682813,0
0.010574863,38505.02493,0.001258317,0.002438686,1.812781654,1
0.040968888,9807.72251,0.004237221,0.008965241,2.196091728,0
0.011321506,35636.374,0.001330549,0.002539158,1.892048947,1
0.008707917,46027.66302,0.000975939,0.001953199,1.988951261,1
0.019403683,20791.06385,0.002376279,0.00442976,1.770843627,1
0.013937155,28771.39625,0.001555914,0.003105685,2.009886865,1
0.006237896,65071.81091,0.000762928,0.00143404,1.760631104,0
0.017263096,23211.58196,0.001891625,0.003847255,2.046659939,1
0.009616475,42349.65149,0.000995108,0.00214298,2.156664831,1
0.025030073,16112.6102,0.002755465,0.005631552,2.018273413,0
0.007278037,55368.43463,0.000818469,0.001644708,1.967283278,0
0.026942434,14894.92089,0.003051944,0.006020128,1.975105051,0
0.033012307,12214.39466,0.003493553,0.007221749,2.152841053,0
0.030734869,13026.06998,0.00334229,0.006825647,2.068722459,0
0.04595303,8803.852622,0.004830787,0.01,2.176693793,0
0.017895286,22755.08242,0.002148194,0.003993071,1.856941792,1
0.016414541,24622.37681,0.001873385,0.003642365,1.973557631,1
0.019245408,20988.62221,0.002016367,0.004193291,2.180551022,1
0.027220676,14784.61193,0.00313178,0.0060862,1.942125991,0
0.025103236,15994.95072,0.002649883,0.005536194,2.140792675,0
0.011996788,33504.98337,0.001364309,0.002677973,1.969072192,1
0.04189251,9600.263333,0.004930825,0.009514752,1.864598337,0
0.00571577,70988.44579,0.000670183,0.001271719,1.912363153,2
0.018357547,21803.72574,0.002030766,0.004090915,2.027990053,1
0.007271104,56065.57686,0.000804817,0.001584355,2.072252433,0
0.042319983,9458.25068,0.004775274,0.009477181,1.978543113,0
0.009122645,44748.41746,0.00092285,0.001951196,2.287071913,1
0.030612244,13083.2036,0.003331437,0.006803359,2.065778086,0
0.006838205,58996.32985,0.00080392,0.001533953,1.890978016,0
0.046308382,8752.108628,0.004607933,0.00996376,2.305061514,0
0.025262843,15905.57881,0.002615481,0.005527247,2.194555562,0
0.026926261,14933.24318,0.003052664,0.00600296,1.977880865,0
0.033904141,11998.73026,0.003864442,0.007459543,1.993065947,0
0.027433078,14652.43284,0.003185727,0.006216711,1.896769852,0
0.045424054,8843.847385,0.004821442,0.009987733,2.136422678,0
0.042071768,9585.124107,0.004736095,0.009518036,1.963048599,0
0.017672569,22870.63668,0.001882196,0.00385976,2.143836591,1
0.0099717,40723.31918,0.000995108,0.002141575,2.303706846,1
0.004953008,86946.07025,0.000604103,0.001034199,1.94860088,2
0.004890296,87985.52359,0.000483039,0.001146207,2.133305482,2
0.048324523,8588.308673,0.004259768,0.00997066,2.619523401,0
0.044767505,8946.590038,0.004838004,0.0099266,2.084101226,0
0.026792548,14933.60167,0.003049686,0.006017254,1.955209103,0
0.007714796,52328.53039,0.000846727,0.001736449,2.023405682,0
0.023825992,16793.42063,0.002714081,0.00535199,1.95330185,0
0.014183987,28328.37417,0.001556762,0.003140062,2.056964812,1
0.025691427,15599.91897,0.002949865,0.005791237,1.930304791,0
0.018314334,21926.66475,0.00213619,0.004122727,1.900599334,1
0.042528812,9434.315,0.00496592,0.009623617,1.88828067,0
0.038610974,10473.11212,0.004018334,0.008391521,2.19873724,0
0.007589926,52740.29872,0.000863739,0.001705493,1.954622562,0
0.006803798,59238.38937,0.000764853,0.001509092,2.005221787,0
0.006291196,64513.91372,0.000748662,0.001405736,1.872870039,0
0.024676566,16411.67683,0.003052625,0.005608626,1.757227195,0
0.007017569,57093.04027,0.000816585,0.001583227,1.901220428,0
0.015089519,26647.4338,0.001646187,0.003333088,2.073429434,1
0.029530234,13601.2765,0.003286704,0.006629584,2.001006487,0
0.005131934,81572.18679,0.000610005,0.001101922,1.952078545,2
0.046439675,8746.667828,0.004723031,0.01,2.262361827,0
0.020426502,19586.07456,0.002270314,0.004559797,2.015163586,0
0.033329924,12067.92778,0.003493553,0.007346193,2.155511558,0
0.033743064,12011.08945,0.004138989,0.007635639,1.783886893,0
0.051364825,8434.081685,0.003959358,0.009999947,2.995398803,0
0.018677745,21593.33857,0.001953338,0.004075759,2.180858835,1
0.006525351,62280.25865,0.000767118,0.001500142,1.843800977,0
0.005581218,72409.49147,0.000643793,0.001271719,1.899859382,2
0.031124328,12987.72878,0.003331437,0.006803359,2.132370092,0
0.006055843,66745.19042,0.000644022,0.001351048,2.10254225,0
0.021127668,19030.02859,0.002415854,0.004721569,1.955697841,0
0.028644025,13991.98104,0.003193731,0.006416304,2.001943977,0
0.011105243,36663.7041,0.001182004,0.002403747,2.163789642,1
0.013181125,30365.16938,0.001460969,0.002942992,2.020281377,1
0.02025139,19790.80915,0.002253932,0.004512149,2.016242247,0
0.006613141,61004.63977,0.000763704,0.001503986,1.901220428,0
0.007494723,54057.81123,0.000863739,0.00166238,1.954328886,0
0.04949939,8547.730162,0.004392672,0.009999432,2.658498342,0
0.040685091,9842.568534,0.004499652,0.009060888,2.029710102,0
0.027153594,14789.23673,0.0031211,0.0060862,1.93923302,0
0.015369688,26381.28258,0.001532696,0.003344356,2.276489539,1
0.010586878,38013.0077,0.001209143,0.002396138,1.933127506,1
0.01725873,23220.6741,0.001891625,0.003847255,2.045648915,1
0.01317383,30528.95801,0.001395031,0.00289129,2.144800733,1
0.015645463,25658.36458,0.001742634,0.003479589,2.01836419,1
0.01660318,24132.2665,0.00185379,0.003719124,1.999172842,1
0.044648721,8977.591311,0.005074531,0.01,1.963691604,0
0.008362076,48657.85385,0.000960907,0.001843358,1.972465694,1
0.014107305,28546.78594,0.001612909,0.003196215,1.928975626,1
0.039804943,10053.83559,0.004461352,0.008911426,1.992632082,0
0.0197824,20352.83445,0.002253932,0.004408787,1.968445361,1
0.009565909,42474.68253,0.000995108,0.002129982,2.148481327,1
0.012804523,31497.90382,0.00146128,0.002905298,1.929807621,1
0.023761743,16941.91856,0.002710928,0.005379057,1.934936639,0
0.018547927,21716.46442,0.002096214,0.004122727,1.990191807,1
0.00999334,40560.1221,0.000995108,0.002150192,2.303706846,1
0.021784649,18439.81513,0.002334728,0.004834907,2.09839282,0
0.005647286,72151.50098,0.000583519,0.001258504,2.159354804,2
0.039402475,10255.81496,0.004404482,0.008922601,1.97517644,0
0.005312885,75363.50933,0.000610005,0.001196196,1.932663003,2
0.015750148,25462.01651,0.001776957,0.003540679,1.971196246,1
0.031001505,13001.09307,0.003214645,0.006759826,2.198769404,0
0.019245408,20988.62221,0.002016367,0.004193291,2.180551022,1
0.018246085,22101.26915,0.002003283,0.004101595,2.025294227,1
0.014167887,28344.54662,0.001544697,0.00316139,2.053974566,1
0.006145272,66519.61549,0.00064508,0.001384283,2.107228384,0
0.011500794,35473.94435,0.001133078,0.002507327,2.294519299,1
0.010414106,38928.95589,0.001258317,0.0023909,1.789065445,1
0.030760879,13021.16823,0.003301948,0.006803359,2.102515594,0
0.0504302,8492.634002,0.004104252,0.009978656,2.861293622,0
0.029132222,13769.79901,0.003275623,0.006546292,1.978821287,0
0.037181661,10860.54053,0.004474122,0.008394763,1.829427529,0
0.032770271,12256.28533,0.003462426,0.007232509,2.137437286,0
0.023108435,17384.81295,0.002424122,0.005069355,2.163853565,0
0.011122556,36237.44002,0.001330549,0.002512286,1.841117082,1
0.05173486,8432.740427,0.004022417,0.01,3,0
0.048441443,8569.181137,0.004300558,0.009999572,2.605907269,0
0.038684591,10431.63489,0.004156428,0.008644176,2.079538902,0
0.027744223,14504.42137,0.003336921,0.006314878,1.815104039,0
0.006362962,63509.7313,0.000762928,0.001433438,1.841254416,0
0.013671583,29588.58717,0.001523226,0.003012054,2.036735007,1
0.028247103,14202.38306,0.003053181,0.006277101,2.079288649,0
0.007190477,56639.94207,0.000785158,0.001633932,2.014086469,0
0.009302175,43057.20198,0.001045681,0.002086172,1.983231864,1
0.024211413,16583.75086,0.002699374,0.005384641,2.016417794,0
0.011868445,33790.85408,0.001364309,0.002677973,1.925996803,1
